,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
597,A-Number-1 Banana Cake,30 mins,30 mins,1 hrs,12,2 8-inch round layers,"2 ½ cups all-purpose flour, 1 tablespoon baking soda, 1 pinch salt, 1 cup white sugar, ¾ cup light brown sugar, ½ cup unsalted butter, softened, 2  eggs, 4  ripe bananas, mashed, ⅔ cup buttermilk, ½ cup chopped walnuts","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 8-inch round pans.
Whisk together flour, baking soda, and salt in a small bowl; set aside.
Cream white sugar, brown sugar, and butter in a large bowl until light and fluffy. Beat in eggs, one at a time. Mix in mashed bananas. Add flour mixture alternately with buttermilk, mixing well after each addition. Stir in chopped walnuts. Pour batter into the prepared pans.
Bake in the preheated oven until cake springs back when gently pressed, about 30 minutes.
Remove cake layers from the oven and place them on a damp tea towel to cool.











Charice Lecointe
",4.7,https://www.allrecipes.com/recipe/7754/a-number-1-banana-cake/,/Desserts/Cakes/Banana Cake Recipes/,"Total Fat 12g 16%, Saturated Fat 6g 28%, Cholesterol 52mg 17%, Sodium 324mg 14%, Total Carbohydrate 56g 20%, Dietary Fiber 2g 8%, Total Sugars 31g, Protein 6g, Vitamin C 4mg 18%, Calcium 41mg 3%, Iron 2mg 9%, Potassium 237mg 5%","Prep Time: 30 mins, Cook Time: 30 mins, Total Time: 1 hrs, Servings: 12, Yield: 2 8-inch round layers",https://www.allrecipes.com/thmb/kU5_wRjlF_5Ozm_9EUnnEN6o7IY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9293326-a-number-1-banana-cake-Charice-Lecointe-1x1-1-49bc9e4417a14a7ea5ff5f45e6671878.jpg
598,Banana Sour Cream Bread,10 mins,1 hrs,1 hrs 10 mins,32,4 7x3-inch loaves,"3 ¼ cups white sugar, divided, 3 teaspoons ground cinnamon, divided, ¾ cup butter, 6  very ripe bananas, mashed, 1 (16 ounce) container sour cream, 3  eggs, 2 teaspoons vanilla extract, 4 ½ cups all-purpose flour, 3 teaspoons baking soda, ½ teaspoon salt, 1 cup chopped walnuts (Optional)","Preheat the oven to 300 degrees F (150 degrees C). Grease four 7x3-inch loaf pans.
Mix 1/4 cup sugar and 1 teaspoon cinnamon together in a small bowl until well combined; dust the greased pans lightly with sugar mixture.
Beat remaining 3 cups sugar and butter together in a large bowl with an electric mixer until smooth. Add mashed bananas, sour cream, eggs, vanilla, and remaining 2 teaspoons cinnamon; continue to beat until well-blended. Add flour, baking soda, and salt; mix until just combined. Stir in walnuts and divide batter evenly into the prepared pans.
Bake in the preheated oven until a toothpick inserted in center comes out clean, about 1 hour.









",4.8,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,"Total Fat 10g 13%, Saturated Fat 5g 25%, Cholesterol 35mg 12%, Sodium 200mg 9%, Total Carbohydrate 40g 15%, Dietary Fiber 1g 5%, Total Sugars 23g, Protein 4g, Vitamin C 2mg 11%, Calcium 30mg 2%, Iron 1mg 6%, Potassium 144mg 3%","Prep Time: 10 mins, Cook Time: 1 hrs, Total Time: 1 hrs 10 mins, Servings: 32, Yield: 4 7x3-inch loaves",https://www.allrecipes.com/thmb/3m8b7xHsXy_xguNbqIyMyWIjkZc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087773-d591b4857c5c4131b521e28507a48d74.jpg
599,The Best Banana Bread,15 mins,1 hrs,1 hrs 15 mins,15,1 9x5-inch loaf,"1 cup white sugar, ½ cup margarine, softened, 2  eggs, 1 ½ cups mashed banana, 2 cups all-purpose flour, 1 teaspoon baking soda","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x5-inch loaf pan.
Beat sugar and margarine in a bowl until smooth. Beat in eggs, then bananas. Add flour and baking soda, stirring just until combined. Pour into the prepared pan.
Bake in the preheated oven until a toothpick in the center comes out clean, about 1 hour. Remove from the pan and let cool.
Store in the refrigerator or freeze.









",4.6,https://www.allrecipes.com/recipe/16952/the-best-banana-bread/,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,"Total Fat 7g 9%, Saturated Fat 1g 7%, Cholesterol 25mg 8%, Sodium 175mg 8%, Total Carbohydrate 31g 11%, Dietary Fiber 1g 4%, Total Sugars 16g, Protein 3g, Vitamin C 2mg 10%, Calcium 9mg 1%, Iron 1mg 6%, Potassium 111mg 2%","Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 15, Yield: 1 9x5-inch loaf",https://www.allrecipes.com/thmb/v0epISNRlsWblEVU1iZHO9f_Pm8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1769978-4cef92ab451d4d6f933c355281f0f4b2.jpg
600,Spinach and Banana Power Smoothie,10 mins,,10 mins,1,,"1 cup plain soy milk, ¾ cup packed fresh spinach leaves, 1 large banana, sliced",Blend soy milk and spinach together in a blender until smooth. Add banana and pulse until thoroughly blended.,4.8,https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/,/Drinks Recipes/Smoothie Recipes/Veggie/,"Total Fat 5g 6%, Saturated Fat 1g 4%, Sodium 143mg 6%, Total Carbohydrate 47g 17%, Dietary Fiber 6g 20%, Total Sugars 26g, Protein 10g, Vitamin C 18mg 91%, Calcium 90mg 7%, Iron 3mg 14%, Potassium 899mg 19%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",https://www.allrecipes.com/thmb/7fxIkXzDquL8VytxAU0wlEf-OuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548861-9766946c2ba1471ca2c8cc51afe1c18b.jpg
601,Basic Fruit Smoothie,10 mins,,10 mins,4,,"1 quart strawberries, hulled, 2  fresh peaches - peeled, pitted, and sliced, 1  banana, broken into chunks, 2 cups ice, 1 cup orange-peach-mango juice","Combine strawberries, peaches, and banana in a blender; blend until smooth. Add ice and pour in juice; blend again to desired consistency.











dotdash meredith food studios
",4.4,https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,/Drinks Recipes/Smoothie Recipes/Strawberry/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 16mg 1%, Total Carbohydrate 29g 10%, Dietary Fiber 4g 14%, Total Sugars 20g, Protein 2g, Vitamin C 129mg 644%, Calcium 36mg 3%, Iron 1mg 4%, Potassium 443mg 9%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4",https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg
602,Southern Style Banana Split Cake,30 mins,,2 hrs,12,1 9x13-inch pan,"2 cups graham cracker crumbs, ¾ cup white sugar, ¼ pound butter, melted, 2 (8 ounce) packages cream cheese, 1 ½ cups confectioners' sugar, 4  bananas, sliced, 1 (15 ounce) can crushed pineapple, drained, 1 (16 ounce) container frozen whipped topping, thawed, 1 (16 ounce) jar maraschino cherries, drained, 12 ounces crushed peanuts","Combine graham cracker crumbs, white sugar, and melted butter in a large bowl; mix well. Press into a 9x13-inch cake pan; refrigerate until chilled, about 30 minutes.
Beat together cream cheese and confectioners' sugar in the large bowl until smooth; spread over chilled graham cracker crust.
Layer sliced bananas and crushed pineapple over cream cheese mixture; cover with whipped topping.
Top with cherries and chopped nuts. Refrigerate for at least 1 hour and serve chilled.",4.8,https://www.allrecipes.com/recipe/15439/southern-style-banana-split-cake/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 46g 59%, Saturated Fat 23g 117%, Cholesterol 61mg 20%, Sodium 262mg 11%, Total Carbohydrate 79g 29%, Dietary Fiber 4g 15%, Total Sugars 51g, Protein 12g, Vitamin C 7mg 34%, Calcium 66mg 5%, Iron 2mg 11%, Potassium 490mg 10%","Prep Time: 30 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs, Servings: 12, Yield: 1 9x13-inch pan",https://www.allrecipes.com/thmb/0oe2D_k11Njb6LUJivCFN0fBzh8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8320770-b0fd654dc6704fd7b4a4c68dbd16bdff.jpg
603,Chocolate Banana Muffins,20 mins,20 mins,40 mins,12,12 muffins,"1 ½ cups all-purpose flour, ¼ cup unsweetened cocoa powder, 1 ½ teaspoons baking powder, ½ teaspoon baking soda, ½ teaspoon salt, ½ cup white sugar, ½ cup canola oil, ¼ cup milk, 1  egg, 1 teaspoon vanilla extract, 2 large very ripe bananas, mashed, ¾  mini semisweet chocolate chips","Preheat the oven to 350 degrees F (175 degrees C). Line a12-cup muffin tin with paper liners.
Combine flour, cocoa, baking powder, baking soda, and salt together in a large bowl.
Whisk sugar, oil, milk, egg, and vanilla extract together in a separate bowl until smooth; stir into flour mixture until just moistened. Fold in bananas and chocolate chips.
Divide batter among the muffin cups, filling each about 3/4 full.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 20 to 25 minutes.",4.7,https://www.allrecipes.com/recipe/269764/chocolate-banana-muffins/,/Bread/Quick Bread Recipes/Muffin Recipes/Chocolate Muffin Recipes/,"Total Fat 10g 13%, Saturated Fat 1g 6%, Cholesterol 14mg 5%, Sodium 219mg 10%, Total Carbohydrate 27g 10%, Dietary Fiber 2g 6%, Total Sugars 12g, Protein 3g, Vitamin C 2mg 10%, Calcium 48mg 4%, Iron 1mg 7%, Potassium 139mg 3%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 12, Yield: 12 muffins",https://www.allrecipes.com/thmb/6VkoRLVx5YpRLHVGJHcoGVonh0w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6983400-chocolate-banana-muffins-June-4x3-1-83716e08940b481590939c24fabbce00.jpg
604,Vegan Banana Muffins,15 mins,30 mins,45 mins,12,1 dozen muffins,"3 cups all-purpose flour, 1 cup white sugar, ½ cup brown sugar, 2 teaspoons ground cinnamon, 2 teaspoons baking powder, 1 teaspoon baking soda, 1 teaspoon ground nutmeg, 1 teaspoon salt, 2 cups mashed ripe bananas, 1 cup canola oil, 1 cup coconut milk","Preheat the oven to 350 degrees F (175 degrees C). Grease 12 muffin cups or line with paper liners.
Mix flour, white sugar, brown sugar, cinnamon, baking powder, baking soda, nutmeg, and salt together in a large bowl. Stir bananas, canola oil, and coconut milk together in a separate bowl; stir banana mixture into flour mixture until just combined. Divide batter among the muffin cups, filling each about 3/4 full.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 30 to 35 minutes.









",4.8,https://www.allrecipes.com/recipe/233146/vegan-banana-muffins/,/Bread/Quick Bread Recipes/Muffin Recipes/Banana Muffin Recipes/,"Total Fat 23g 30%, Saturated Fat 5g 26%, Sodium 386mg 17%, Total Carbohydrate 59g 22%, Dietary Fiber 2g 8%, Total Sugars 30g, Protein 4g, Vitamin C 4mg 18%, Calcium 67mg 5%, Iron 2mg 13%, Potassium 224mg 5%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 12, Yield: 1 dozen muffins",https://www.allrecipes.com/thmb/VvP1rVx1U8erVOmnpl0ZMzUuxjM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6770800-4144435dda7b48c3b7458113340dd66f.jpg
605,Pineapple and Banana Smoothie,5 mins,,5 mins,1,1 smoothie,"4  ice cubes, ¼  fresh pineapple - peeled, cored and cubed, 1 large banana, cut into chunks, 1 cup pineapple or apple juice","Place ice cubes, pineapple, banana, and pineapple juice into the container of a blender. Puree on high until smooth.











Dotdash Meredith Food Studios
",4.6,https://www.allrecipes.com/recipe/138159/pineapple-and-banana-smoothie/,/Breakfast and Brunch/Drinks/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 10mg 0%, Total Carbohydrate 79g 29%, Dietary Fiber 6g 20%, Total Sugars 53g, Protein 3g, Vitamin C 93mg 466%, Calcium 57mg 4%, Iron 2mg 8%, Potassium 941mg 20%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 smoothie",https://www.allrecipes.com/thmb/HTfBfNHYpGanMrrM4ufCZQh88E0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/138159-pineapple-and-banana-smoothie-ddmfs-1x1-0065-f2a9d534c9a1492d827218a576e43cb6.jpg
606,Sarah's Banana Bread Muffins,10 mins,35 mins,45 mins,12,12 muffins,"1 cup white sugar, ½ cup vegetable oil, 1 large egg, 3  ripe bananas, mashed, ¼ cup chopped walnuts, 2 cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners.
Mix sugar, oil, and egg in a large bowl until light and creamy. Stir in bananas and walnuts. Add flour, baking soda, and salt; stir until completely smooth. Spoon batter into the prepared muffin cups, filling each 3/4 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 30 to 40 minutes.",4.6,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,/Bread/Quick Bread Recipes/Muffin Recipes/Banana Muffin Recipes/,"Total Fat 12g 15%, Saturated Fat 2g 8%, Cholesterol 16mg 5%, Sodium 208mg 9%, Total Carbohydrate 40g 14%, Dietary Fiber 2g 5%, Total Sugars 20g, Protein 3g, Vitamin C 3mg 13%, Calcium 9mg 1%, Iron 1mg 7%, Potassium 145mg 3%","Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 12, Yield: 12 muffins",https://www.allrecipes.com/thmb/X2xPO9hSyyL9A2SBh3XG-3dydqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5845097-sarahs-banana-bread-muffins-Ashley-Arceneaux-4x3-1-5c218776f1244e8cb8593a50d2e6302c.jpg
607,Air Fryer Roasted Bananas,5 mins,10 mins,15 mins,1,,"1  banana, sliced into 1/8-inch thick diagonals,   avocado oil cooking spray","Preheat an air fryer to 375 degrees F (190 degrees C) according to manufacturer's instructions. Line the air fryer basket, if desired.
Place banana slices into the basket, making sure that they are not touching; cook in batches if necessary. Mist banana slices with avocado oil.
Cook in the air fryer for 5 minutes. Remove the basket and flip banana slices carefully (they will be soft). Cook until banana slices are browned and caramelized, an additional 2 to 3 minutes. Carefully remove from basket.",4.5,https://www.allrecipes.com/recipe/272347/air-fryer-roasted-bananas/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 1mg 0%, Total Carbohydrate 27g 10%, Dietary Fiber 3g 11%, Total Sugars 14g, Protein 1g, Vitamin C 10mg 52%, Calcium 6mg 0%, Iron 0mg 2%, Potassium 422mg 9%","Prep Time: 5 mins, Cook Time: 10 mins, Total Time: 15 mins, Servings: 1",https://www.allrecipes.com/thmb/GJOLU4Jp-laDoTuVIlbIA0A2D3A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/272347-air-fryer-roasted-bananas-ddmfs-1359-4x3-1-c62465c854ab4ff582ee9847c8c7ef21.jpg
608,Banana Chocolate Chip Cookies,15 mins,15 mins,1 hrs 15 mins,18,3 dozen,"2 ½ cups all-purpose flour, 2 teaspoons baking powder, ½ teaspoon salt, ¼ teaspoon baking soda, 1 cup white sugar, ⅔ cup butter, softened, 1 cup mashed bananas, 2  eggs, 1 teaspoon vanilla extract, 2 cups semisweet chocolate chips","Preheat the oven to 400 degrees F (200 degrees C). Grease cookie sheets.
Sift flour, baking powder, salt, and baking soda together in a large bowl.
Beat sugar and butter together in a separate large bowl with an electric mixer until light and fluffy. Add bananas, eggs, and vanilla; beat to combine. Gradually blend in flour mixture until just combined; stir in chocolate chips. Drop dough by teaspoonfuls onto prepared cookie sheets.
Bake in the preheated oven for 12 to 15 minutes. Transfer cookies to a wire rack to cool completely.",4.2,https://www.allrecipes.com/recipe/11201/banana-chocolate-chip-cookies/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 13g 17%, Saturated Fat 8g 39%, Cholesterol 39mg 13%, Sodium 195mg 8%, Total Carbohydrate 39g 14%, Dietary Fiber 2g 7%, Total Sugars 23g, Protein 4g, Vitamin C 1mg 6%, Calcium 44mg 3%, Iron 2mg 9%, Potassium 142mg 3%","Prep Time: 15 mins, Cook Time: 15 mins, Additional Time: 45 mins, Total Time: 1 hrs 15 mins, Servings: 18, Yield: 3 dozen",https://www.allrecipes.com/thmb/QWaRuxGff4CEj0RmRoWNXf-rdA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8051927-banana-chocolate-chip-cookies-Anthony-Fenton-4x3-1-d1a7a7f6f9fd4dc79d761b893f909d65.jpg
609,Best Yet Banana Mini Muffins,20 mins,15 mins,35 mins,48,48 mini muffins,"  cooking spray, 1 ½ cups all-purpose flour, 1 teaspoon baking powder, 1 teaspoon baking soda, 3  bananas, mashed, ¾ cup white sugar, ⅓ cup melted butter, 1  egg, beaten","Preheat the oven to 375 degrees F (190 degrees C). Grease 2 mini muffin tins with cooking spray.
Combine flour, baking powder, and baking soda in a bowl.
Blend bananas, sugar, butter, and egg together in a separate bowl. Add to flour mixture; stir batter well to combine. Scoop batter into prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 15 minutes. Cool in the tins for 5 minutes. Transfer to a wire rack to cool completely.",4.7,https://www.allrecipes.com/recipe/246624/best-yet-banana-mini-muffins/,/Bread/Quick Bread Recipes/Muffin Recipes/Banana Muffin Recipes/,"Total Fat 2g 2%, Saturated Fat 1g 5%, Cholesterol 7mg 2%, Sodium 47mg 2%, Total Carbohydrate 8g 3%, Dietary Fiber 0g 1%, Total Sugars 4g, Protein 1g, Vitamin C 1mg 3%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 32mg 1%","Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 48, Yield: 48 mini muffins",https://www.allrecipes.com/thmb/5sRh3fLzVc78gkcNUzEX85pL24A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3419643-4bb71a0062704f96baaacfe80713e4d9.jpg
610,Homemade Banana Pudding,10 mins,20 mins,1 hrs 30 mins,4,,"⅔ cup white sugar, ⅓ cup all-purpose flour, ¼ teaspoon salt, 3  eggs, beaten, 2 cups milk, 2 tablespoons butter, softened, ½ teaspoon vanilla extract, 2  bananas, peeled and sliced, ½ (12 ounce) package vanilla wafer cookies","Combine sugar, flour, and salt together in a medium saucepan. Add eggs and stir well. Stir in milk, and cook over low heat, stirring constantly.
When the mixture has thickened enough to coat the back of a metal spoon, remove from heat and continue to stir, cooling slightly. Stir in butter and vanilla until smooth.
Layer pudding with bananas and vanilla wafers in a serving dish. Chill at least 1 hour in the refrigerator before serving.









",4.4,https://www.allrecipes.com/recipe/18990/banana-pudding-i/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 28g 36%, Saturated Fat 11g 55%, Cholesterol 505mg 168%, Sodium 382mg 17%, Total Carbohydrate 91g 33%, Dietary Fiber 3g 10%, Total Sugars 46g, Protein 14g, Vitamin C 5mg 27%, Calcium 211mg 16%, Iron 3mg 16%, Potassium 489mg 10%","Prep Time: 10 mins, Cook Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 4",https://www.allrecipes.com/thmb/_To0XqPke2KCVecPcpKhf5vNKqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1121232-338ebde283374ad7af578b1b75843717.jpg
611,Banana Pumpkin Bread,20 mins,45 mins,1 hrs 5 mins,12,1 9x5-inch loaf pan,"2  ripe bananas, mashed, 1 ⅓ cups canned pumpkin puree, ½ cup honey, ½ cup white sugar, ⅓ cup vegetable oil, 2 large eggs, 2 ½ cups all-purpose flour, 2 teaspoons pumpkin pie spice, 1 teaspoon baking powder, 1 teaspoon baking soda, 1 teaspoon ground cinnamon, ½ teaspoon salt, ¾ cup raisins (Optional), ½ cup walnut pieces (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Stir together bananas, pumpkin, honey, sugar, vegetable oil, and eggs in a large bowl. Combine flour, pie spice, baking powder, baking soda, cinnamon, and salt in a separate bowl. Stir flour mixture into banana mixture until just combined. Fold in raisins and walnuts. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 45 minutes. Cool loaf in the pan for 10 minutes before transferring to a wire rack to cool completely.",4.3,https://www.allrecipes.com/recipe/16706/banana-pumpkin-bread/,/Bread/Quick Bread Recipes/Pumpkin Bread Recipes/,"Total Fat 11g 14%, Saturated Fat 2g 8%, Cholesterol 31mg 10%, Sodium 258mg 11%, Total Carbohydrate 56g 20%, Dietary Fiber 3g 10%, Total Sugars 30g, Protein 5g, Vitamin C 3mg 17%, Calcium 54mg 4%, Iron 2mg 13%, Potassium 275mg 6%","Prep Time: 20 mins, Cook Time: 45 mins, Total Time: 1 hrs 5 mins, Servings: 12, Yield: 1 9x5-inch loaf pan",https://www.allrecipes.com/thmb/qWCuDGxyKjrB3opVc-b_Uk7SqlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9417823-banana-pumpkin-bread-Kim-4x3-1-ab1d9c82190448dfbd3895ecb2704c0e.jpg
612,Banana Bread - Quick Bread for Machines,15 mins,50 mins,1 hrs 15 mins,10,1 1-pound loaf,"2  bananas, peeled and halved lengthwise, 2 cups all-purpose flour, ¾ cup white sugar, 2 large eggs, 3 tablespoons vegetable oil, 1 teaspoon baking powder, ½ teaspoon baking soda","Place bananas, flour, sugar, eggs, oil, baking powder, and baking soda in the pan of the bread machine.
Select Dough setting; press Start. Mix dough until well combined and bananas are mashed, 3 to 5 minutes. Use a rubber spatula to push dough from the sides of the bread pan if necessary. Press Stop, then smooth out the top of the loaf with a rubber spatula.
Select Bake setting; press Start. Bake in the bread machine until a toothpick inserted into the center comes out clean, about 50 minutes. If there is batter on the toothpick, reset the machine on Bake and continue baking for 10 to 15 minutes.
Remove the pan from the machine. Allow bread to remain in the pan for 10 minutes before transferring it to a wire rack to cool completely.",4.1,https://www.allrecipes.com/recipe/7116/banana-bread-quick-bread-for-machines/,/Breakfast and Brunch/Breakfast Bread Recipes/,"Total Fat 5g 7%, Saturated Fat 1g 5%, Cholesterol 37mg 12%, Sodium 126mg 5%, Total Carbohydrate 40g 14%, Dietary Fiber 1g 5%, Total Sugars 18g, Protein 4g, Vitamin C 2mg 11%, Calcium 37mg 3%, Iron 2mg 8%, Potassium 125mg 3%","Prep Time: 15 mins, Cook Time: 50 mins, Additional Time: 10 mins, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 1-pound loaf",https://www.allrecipes.com/thmb/rnEx3E6y0pgHiB7CJ7BI4IyAeuk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59947-994cadfa087a4a55a3598a746761eaf9.jpg
613,Banana Fritters,10 mins,5 mins,15 mins,6,24 fritters,"2  bananas, mashed, ½ cup milk, 2 cups all-purpose flour, 3 teaspoons baking powder, ½ teaspoon salt, 2  eggs, beaten, 1 tablespoon margarine, melted, 1 quart vegetable oil for frying, ½ cup confectioners' sugar, or as needed","Combine bananas and milk in a large mixing bowl; sift in flour, baking powder, and salt. Add eggs and margarine; mix well to combine.
Heat oil in a large, deep skillet to 365 degrees F (180 degrees C).
Carefully place spoonfuls of the fritter mixture into the hot oil; cook, flipping once, until golden brown, about 5 minutes. Remove, and drain on a paper towel-lined plate.
Dust fritters with confectioners' sugar and serve warm.",4.0,https://www.allrecipes.com/recipe/20490/banana-fritters/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 19g 24%, Saturated Fat 3g 16%, Cholesterol 64mg 21%, Sodium 427mg 19%, Total Carbohydrate 53g 19%, Dietary Fiber 2g 8%, Total Sugars 16g, Protein 8g, Vitamin C 4mg 18%, Calcium 141mg 11%, Iron 3mg 14%, Potassium 240mg 5%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 6, Yield: 24 fritters",https://www.allrecipes.com/thmb/SQ2gvInYHYmfJu9F7PKoMh_Llk4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8967567-0554817673be44669ed03ba1ec05f076.jpg
614,Blueberry Banana Bread,15 mins,30 mins,55 mins,15,3 mini loaves,"2 cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon salt, 1 cup white sugar, ½ cup butter, softened, 2 large eggs, 2 teaspoons vanilla extract, 2  ripe bananas, mashed, 1 cup fresh blueberries","Preheat the oven to 350 degrees F (175 degrees C). Grease 3 mini loaf pans.
Mix together flour, baking soda, and salt in a medium bowl.
Beat sugar and butter with an electric mixer in a large bowl until light in color and fluffy. Add eggs, one at a time, mixing well after each addition. Stir in vanilla extract; beat in mashed bananas. Add flour mixture a little at a time, beating until just combined into a thick batter. Fold in blueberries until evenly distributed. Pour batter into the prepared loaf pans.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 30 to 35 minutes. Cool in the pans for 10 minutes, then transfer loaves to cool completely on a wire rack.",4.7,https://www.allrecipes.com/recipe/229021/blueberry-banana-bread/,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,"Total Fat 7g 9%, Saturated Fat 4g 21%, Cholesterol 41mg 14%, Sodium 215mg 9%, Total Carbohydrate 31g 11%, Dietary Fiber 1g 4%, Total Sugars 16g, Protein 3g, Vitamin C 2mg 12%, Calcium 10mg 1%, Iron 1mg 6%, Potassium 94mg 2%","Prep Time: 15 mins, Cook Time: 30 mins, Additional Time: 10 mins, Total Time: 55 mins, Servings: 15, Yield: 3 mini loaves",https://www.allrecipes.com/thmb/1izf4qVvKPwg_eihdBCAYOVJrAI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9442923-c49b019c2e1745d3824d7b6b9f6141d9.jpg
615,Almost No Fat Banana Bread,10 mins,55 mins,1 hrs 5 mins,12,1 8x4-inch loaf,"  cooking spray, 1 ½ cups all-purpose flour, ¾ cup white sugar, 1 ¼ teaspoons baking powder, ½ teaspoon baking soda, ½ teaspoon ground cinnamon, 1 cup banana, mashed, ¼ cup applesauce, 2  egg whites","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease an 8x4-inch loaf pan.
Stir flour, sugar, baking powder, baking soda, and cinnamon together in a large bowl. Add banana, applesauce, and egg whites; stir just until combined. Pour batter into the prepared pan.
Bake in preheated oven until a toothpick inserted into the center comes out clean, 50 to 55 minutes. Turn out onto a wire rack and allow to cool before slicing.",4.4,https://www.allrecipes.com/recipe/23426/almost-no-fat-banana-bread/,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,"Total Fat 0g 0%, Sodium 100mg 4%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 4%, Total Sugars 15g, Protein 2g, Vitamin C 2mg 9%, Calcium 26mg 2%, Iron 1mg 4%, Potassium 98mg 2%","Prep Time: 10 mins, Cook Time: 55 mins, Total Time: 1 hrs 5 mins, Servings: 12, Yield: 1 8x4-inch loaf",https://www.allrecipes.com/thmb/iouS48gePcLe_wt9c7BuRqThN7I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1107296-99b9a09bc48e4243925ef3f01c50ad74.jpg
